Employee ID    Category       Sales Amount
1578           Software            1219.97
1237           Hardware            1188.73
1879           Hardware             795.46
1274           Hardware             727.89
1275           Hardware            1194.48
1524           Software            1090.72
1859           Software            1246.35
1268           Hardware             633.07
1839           Software             920.59
1579           Software             300.40
1278           Hardware             479.20
1825           Software             538.06
1576           Hardware             771.74
1245           Software             804.05
1869           Hardware            1028.88
1546           Hardware            1001.00
1839           Software             542.57
1565           Hardware            1248.35
1248           Hardware             615.47
1828           Hardware             332.56
1868           Hardware            1118.65
1535           Hardware            1242.23
1834           Software            1079.32
1877           Software            1139.02
1846           Hardware             642.69
1569           Software            1154.23
1828           Software             791.48
1857           Hardware             373.90
1556           Software            1198.32
1249           Software             405.35
1545           Hardware             584.67
1525           Hardware             879.03
1274           Hardware             970.27
1256           Hardware             272.43
1256           Software            1168.84
1876           Hardware             435.19
1277           Hardware             922.15
1848           Software            1179.97
1859           Software            1052.07
1239           Hardware             309.23
1257           Software             970.66
1858           Software             492.55
1859           Hardware             971.10
1545           Hardware             298.64
1846           Hardware             647.33
1844           Software             828.62
1875           Hardware             806.31
1875           Software             278.70
1878           Software             283.76
1527           Hardware             835.92
1258           Software            1003.21
1274           Hardware             250.06
1256           Software             673.34
1826           Hardware             503.31
1235           Hardware             495.39
1549           Hardware             890.86
1527           Software            1248.51
1537           Hardware             953.11
1848           Software            1131.03
1576           Software             589.36
1877           Hardware             747.45
1856           Software             737.01
1237           Software             586.92
1844           Hardware            1008.00
1824           Software             393.37
1225           Software             634.40
1868           Hardware             796.85
1574           Hardware            1118.07
1565           Software             561.20
1274           Hardware             946.21
1549           Hardware             867.71
1529           Hardware             751.75
1248           Software             949.86
1855           Software             295.31
1248           Hardware             507.86
1264           Hardware             647.79
1855           Hardware             251.95
1849           Software             926.33
1277           Hardware             944.22
1828           Hardware             999.58
1827           Hardware             334.03
1846           Hardware             492.07
1535           Hardware             346.67
1555           Hardware             498.75
1239           Software             901.33
1247           Software             360.30
1576           Hardware             747.09
1846           Hardware             887.32
1877           Software             669.98
1576           Software             406.16
1837           Hardware             463.80
1868           Hardware             999.27
1235           Hardware            1038.75
1846           Software             311.00
1825           Software            1023.60
1557           Software             310.66
1564           Hardware             264.32
1826           Software             357.76
1224           Software             579.19
1245           Hardware             984.26
1238           Software            1135.94
1876           Hardware             727.80
1229           Hardware             841.20
1564           Software             419.63
1249           Software            1131.74
1854           Hardware             295.29
1569           Hardware             486.68
1567           Software             295.76
1235           Software            1109.40
1547           Software             935.05
1535           Hardware            1091.03
1546           Hardware            1124.13
1274           Hardware             469.43
1878           Software             304.91
1249           Software             545.54
1236           Hardware             286.38
1548           Hardware             825.90
1277           Hardware            1150.58
1877           Software             981.36
1268           Software             591.38
1557           Software            1180.65
1874           Software            1100.99
1879           Software            1188.96
1856           Software             314.86
1239           Hardware             592.04
1829           Hardware             964.17
1528           Hardware             540.14
1578           Software             747.49
1866           Hardware             356.19
1859           Software             530.62
1548           Hardware             417.51
1865           Software            1246.52
1247           Hardware             665.68
1566           Software             858.11
1545           Software            1122.48
1824           Hardware             774.88
1235           Software             788.85
1849           Software            1078.12
1277           Software             305.72
1857           Software             955.79
1556           Software             742.48
1848           Hardware             690.65
1855           Software             893.16
1269           Hardware             613.85
1245           Software             460.02
1577           Hardware             358.57
1559           Hardware             496.50
1867           Software             825.70
1537           Hardware             468.38
1866           Hardware            1207.51
1865           Hardware             344.13
1255           Hardware             463.05
1555           Hardware            1053.10
1866           Hardware             617.22
1564           Hardware             702.68
1555           Software            1245.38
1277           Software             935.12
1839           Software             531.40
1229           Hardware             789.97
1837           Hardware             279.98
1557           Hardware             441.02
1279           Software            1237.09
1857           Hardware            1207.51
1246           Software            1114.58
1277           Software            1177.72
1835           Software             674.51
1268           Software             857.47
1846           Software             277.47
1556           Hardware            1196.76
1855           Software            1229.42
1528           Software             364.17
1258           Software             335.12
1538           Hardware             674.00
1837           Hardware            1028.99
1834           Software            1000.06
1846           Software             428.23
1827           Software            1083.86
1266           Software             739.15
1574           Software            1099.21
1276           Hardware             324.44
1249           Software             855.06
1257           Software             867.47
1225           Hardware             989.32
1837           Hardware             963.32
1566           Software             563.86
1539           Software             547.48
1539           Hardware             405.15
1549           Hardware             502.08
1545           Hardware             588.78
1835           Software             848.56
1854           Software             416.53
1825           Software             869.62
1828           Software             293.86
1557           Software             564.31
1549           Hardware             847.87
1539           Hardware             798.18
1824           Software             693.36
1556           Hardware             513.36
1874           Software            1197.11
1556           Software             390.40
1535           Software             626.01
1539           Hardware             334.79
1865           Hardware            1061.20
1824           Hardware            1149.99
1546           Software             429.76
1279           Hardware             784.93
1278           Software            1060.14
1539           Hardware             531.77
1276           Hardware            1109.98
1555           Hardware             534.78
1877           Hardware             251.38
1244           Software             998.34
1837           Hardware            1007.24
1577           Hardware             467.81
1835           Hardware            1061.88
1856           Software             553.17
1869           Software             982.49
1525           Hardware             474.37
1246           Hardware             695.54
1535           Hardware             798.19
1549           Hardware            1077.84
1267           Hardware             752.51
1236           Hardware            1072.24
1577           Software             474.92
1865           Software             686.79
1249           Software             597.38
1254           Software            1237.26
1545           Software             511.07
1248           Software            1237.91
1256           Software             709.04
1834           Hardware             287.31
1229           Software             572.67
1568           Software             353.17
1867           Hardware             980.86
1834           Hardware             794.01
1564           Software            1105.64
1876           Hardware             531.57
1258           Software             794.35
1837           Software             721.84
1266           Hardware             882.94
1534           Software             311.47
1565           Software             828.57
1254           Software             853.67
1848           Hardware            1054.15
1238           Hardware             949.23
1238           Software             343.91
1824           Hardware             708.72
1829           Software             694.60
1237           Hardware             585.55
1279           Software             985.51
1266           Software             970.05
1549           Hardware             843.95
1579           Software             922.11
1224           Software            1078.12
1546           Software             402.53
1868           Software            1060.35
1857           Hardware             392.84
1276           Software             423.42
1827           Software             273.37
1866           Hardware             463.99
1235           Software             832.68
1546           Software             599.90
1256           Hardware             278.02
1555           Software             286.26
1266           Hardware             650.78
1528           Hardware             751.24
1555           Hardware             961.75
1258           Hardware             915.33
1554           Software             502.23
1538           Hardware             894.12
1867           Hardware             633.58
1264           Software             440.26
1278           Hardware             465.35
1836           Software             707.64
1868           Hardware             800.76
1858           Software             705.62
1266           Software             703.35
1527           Software             831.13
1564           Hardware            1081.78
1249           Hardware             846.60
1266           Software             644.60
1569           Software             664.53
1249           Hardware             629.84
1249           Software             347.62
1574           Hardware             649.37
1277           Software             661.26
1869           Software            1058.84
1579           Software             583.41
1279           Software            1187.07
1249           Hardware            1128.55
1569           Software             857.87
1878           Hardware             866.69
1235           Hardware             502.96
1869           Software             518.32
1279           Hardware             319.16
1259           Software             992.17
1226           Software             790.39
1264           Hardware            1235.55
1237           Hardware             962.63
1538           Hardware             290.28
1844           Hardware             867.55
1269           Software             920.10
1265           Software             443.80
1548           Hardware            1170.20
1244           Hardware             343.70
1554           Software             257.11
1276           Software             993.33
1876           Hardware            1161.47
1229           Hardware             294.88
1575           Hardware             266.84
1846           Hardware             326.98
1528           Hardware             470.17
1234           Hardware             433.18
1227           Hardware            1099.04
1279           Hardware            1071.09
1249           Hardware            1022.42
1247           Software             782.45
1859           Hardware             338.79
1566           Software             685.59
1528           Software            1007.60
1267           Software             842.55
1878           Software             796.89
1827           Software             884.44
1567           Software             929.89
1554           Hardware             270.07
1826           Software             804.67
1249           Hardware             557.67
1527           Software            1151.39
1246           Software            1047.58
1565           Software            1017.40
1855           Hardware            1194.81
1879           Software             943.75
1539           Software            1148.34
1225           Software             708.15
1827           Hardware             801.93
1277           Hardware            1029.26
1574           Software             718.56
1575           Software             565.09
1235           Hardware             329.07
1838           Hardware             633.47
1879           Software             745.14
1225           Hardware             985.41
1577           Software             593.27
1279           Hardware            1028.29
1836           Software            1226.85
1878           Hardware             875.65
1545           Software             692.00
1827           Hardware             579.61
1827           Software             842.14
1864           Hardware             947.59
1529           Hardware             934.21
1276           Hardware             292.41
1834           Software            1132.31
1869           Software             514.54
1834           Hardware             253.76
1245           Software             864.35
1566           Hardware            1160.30
1574           Software             790.30
1237           Hardware            1141.46
1227           Software            1223.91
1236           Software             693.88
1269           Software             683.43
1269           Software            1055.48
1229           Software             581.97
1236           Hardware             868.39
1846           Hardware            1095.15
1838           Software             353.40
1547           Hardware             980.93
1245           Hardware             365.00
1835           Hardware             716.70
1249           Hardware             708.66
1536           Hardware             333.33
1254           Hardware            1080.42
1234           Hardware             323.20
1255           Hardware            1031.55
1534           Hardware             981.96
1245           Software             295.17
1569           Software             577.99
1834           Software             894.72
1559           Software             728.42
1525           Software             353.25
1259           Hardware             320.51
1838           Hardware             452.13
1274           Software             399.32
1267           Hardware             829.43
1228           Hardware             368.64
1568           Software             865.52
1249           Software             882.81
1238           Software            1195.97
1257           Software             814.59
1245           Hardware            1219.48
1277           Software             670.73
1849           Software            1004.85
1238           Hardware             819.23
1539           Hardware             945.81
1877           Hardware             919.19
1528           Software             552.50
1557           Hardware             915.96
1865           Hardware             749.63
1277           Hardware             984.71
1539           Hardware            1056.05
1534           Hardware             795.06
1527           Software            1027.76
1826           Software             471.82
1258           Hardware             320.05
1864           Hardware             616.59
1825           Software             786.78
1278           Software             788.17
1256           Hardware             915.69
1549           Hardware             793.67
1266           Hardware            1072.46
1836           Software            1181.10
1826           Hardware             841.58
1525           Hardware             295.42
1264           Software             888.78
1867           Software             289.84
1246           Hardware             707.94
1244           Software             444.30
1859           Software             616.40
1579           Software            1193.02
1844           Software             398.37
1255           Software            1211.91
1869           Hardware             939.64
1254           Hardware             953.83
1554           Hardware             251.05
1546           Hardware            1011.44
1539           Software             261.99
1528           Hardware             665.64
1274           Software             723.50
1556           Software            1005.45
1534           Hardware             638.06
1869           Hardware            1001.09
1256           Hardware             565.79
1879           Software             890.29
1834           Hardware            1185.07
1855           Hardware             259.67
1228           Software             492.31
1837           Hardware            1202.93
1564           Hardware            1008.87
1846           Software             912.91
1239           Hardware             358.96
1555           Hardware            1108.30
1829           Hardware             627.38
1554           Software             647.89
1245           Software             827.94
1525           Hardware             709.21
1834           Software             891.59
1224           Software             924.45
1544           Software             539.92
1856           Hardware             829.63
1856           Software             405.06
1266           Software            1009.70
1566           Software             794.82
1265           Hardware             317.62
1554           Hardware             450.89
1827           Software             533.21
1247           Software             709.04
1867           Software             845.66
1824           Hardware             404.19
1564           Hardware             530.58
1256           Software             905.18
1549           Hardware            1201.49
1826           Software             667.11
1856           Software             992.55
1554           Hardware             665.26
1249           Software            1085.50
1557           Hardware            1079.26
1249           Hardware             907.63
1277           Hardware             617.51
1234           Hardware             413.60
1268           Software             845.75
1858           Hardware             812.17
1826           Hardware             900.55
1527           Software            1108.51
1868           Hardware             956.66
1876           Hardware             840.04
1259           Hardware             835.13
1266           Software             395.72
1524           Software            1109.99
1257           Software             262.64
1278           Hardware            1101.40
1838           Hardware             606.75
1836           Software            1131.20
1559           Software             541.61
1269           Hardware             404.61
1825           Hardware             469.09
1567           Software             901.15
1857           Software             870.86
1855           Hardware             651.37
1578           Hardware             907.51
1824           Software             770.60
1835           Software            1228.24
1278           Software             619.34
1824           Hardware             337.94
1877           Hardware             485.22
1874           Hardware             919.59
1835           Software            1130.52
1525           Hardware             467.82
1528           Software             610.01
1549           Software             625.42
1529           Hardware             719.97
1824           Software             588.96
1568           Hardware             446.36
1559           Software             951.96
1579           Software             811.00
1567           Hardware             378.91
1879           Software             458.49
1257           Software             468.77
1877           Hardware             387.96
1529           Software            1193.82
1225           Software            1190.41
1264           Hardware             267.91
1279           Hardware            1163.45
1845           Hardware             864.78
1567           Hardware             691.48
1846           Hardware             999.48
1258           Software             253.06
1857           Hardware            1002.69
1244           Hardware             439.34
1547           Software             425.77
1564           Software             350.58
1868           Hardware             782.61
1855           Software             758.39
1826           Software             465.86
1225           Hardware             391.79
1268           Software             252.67
1548           Software             741.81
1869           Hardware             742.71
1874           Hardware             733.63
1534           Hardware            1122.34
1839           Software             675.01
1265           Software             626.81
1245           Software             822.98
1847           Hardware            1063.38
1529           Hardware             960.63
1558           Software             789.25
1544           Software             366.87
1229           Hardware             505.12
1225           Software             531.04
1874           Hardware            1245.34
1574           Hardware            1010.23
1577           Hardware             934.40
1858           Software             782.28
1236           Software             899.75
1278           Hardware             500.12
1249           Hardware             688.84
1265           Software             986.60
1836           Hardware             595.07
1527           Software             365.46
1537           Hardware             251.77
1865           Software            1215.41
1855           Software             661.94
1258           Hardware            1081.25
1824           Hardware            1058.59
1265           Hardware             766.75
1544           Software             957.69
1564           Software             744.34
1827           Hardware             781.55
1574           Software            1083.32
1845           Hardware             421.40
1575           Hardware            1249.63
1527           Hardware            1136.21
1537           Software            1173.92
1537           Hardware            1120.53
1274           Hardware             949.85
1856           Hardware            1172.23
1569           Software             534.48
1267           Software             787.04
1228           Hardware             840.72
1574           Hardware            1075.76
1838           Hardware             574.49
1838           Hardware             879.99
1878           Hardware            1224.75
1835           Software             458.30
1248           Hardware             535.03
1269           Software            1118.65
1568           Software             886.47
1244           Hardware            1163.04
1528           Software             912.23
1569           Software             539.10
1834           Hardware             763.12
1578           Hardware             554.73
1559           Hardware             374.27
1874           Software            1037.36
1275           Hardware            1115.91
1557           Software             318.04
1225           Software            1194.85
1579           Software             411.97
1875           Software            1202.78
1539           Software             758.44
1838           Hardware            1159.17
1558           Software             920.14
1529           Software             448.59
1868           Hardware             593.52
1555           Software            1002.44
1249           Hardware             317.32
1244           Software            1123.88
1528           Software             252.87
1266           Hardware             316.84
1824           Hardware             405.33
1268           Software             503.09
1834           Hardware             673.44
1876           Hardware             986.03
1825           Hardware            1083.96
1856           Hardware             554.33
1849           Hardware             599.40
1267           Software            1097.09
1566           Software             886.11
1274           Hardware            1094.55
1259           Hardware             375.50
1848           Software             367.06
1267           Software            1043.33
1568           Software             469.34
1226           Hardware            1246.90
1527           Hardware            1068.87
1826           Software            1014.01
1835           Hardware             727.13
1877           Software            1151.60
1564           Hardware             438.87
1269           Hardware             541.94
1859           Hardware             285.93
1245           Hardware            1022.22
1865           Software             618.79
1876           Hardware            1198.43
1875           Software            1107.55
1569           Software             582.41
1825           Hardware            1060.24
1846           Hardware             429.92
1829           Hardware             367.37
1254           Hardware             639.68
1834           Software             457.65
1878           Hardware            1106.10
1524           Software             632.55
1245           Hardware             886.78
1245           Software            1164.83
1267           Software             565.50
1876           Software             523.75
1577           Hardware            1194.57
1546           Software            1116.89
1574           Software            1164.61
1245           Hardware             897.41
1246           Software             411.33
1868           Software             252.75
1235           Software             316.50
1226           Hardware             508.44
1279           Hardware             662.68
1835           Hardware             442.12
1869           Software            1053.90
1237           Hardware            1190.47
1574           Hardware            1141.88
1828           Software             899.00
1238           Software            1057.85
1259           Software             520.59
1538           Hardware             406.75
1876           Hardware            1108.62
1277           Hardware            1216.76
1549           Software             997.58
1874           Software            1188.98
1565           Hardware            1246.99
1538           Software             667.08
1554           Software             706.64
1837           Hardware             669.01
1838           Hardware            1104.83
1824           Software             349.35
1867           Software             498.65
1545           Hardware             299.40
1574           Software             506.08
1256           Software            1040.84
1278           Software             655.84
1529           Software            1078.67
1276           Hardware            1240.86
1278           Hardware             911.65
1856           Hardware            1068.12
1578           Hardware             357.67
1264           Software             464.99
1527           Software             571.34
1845           Software             903.71
1538           Software            1140.41
1536           Hardware             647.96
1524           Hardware             615.01
1865           Hardware             778.47
1236           Hardware             874.50
1245           Hardware             974.40
1875           Hardware             668.93
1828           Hardware             430.56
1274           Software             749.89
1258           Hardware             278.08
1834           Software             934.63
1574           Hardware             893.72
1276           Hardware             494.35
1847           Software             458.39
1549           Software            1243.54
1225           Hardware            1164.99
1879           Hardware             678.24
1864           Software             404.32
1266           Software             596.07
1549           Software             375.94
1879           Hardware             499.92
1569           Hardware             413.94
1277           Hardware            1217.22
1246           Software             473.40
1869           Software            1087.58
1568           Hardware            1118.42
1247           Hardware            1091.72
1244           Software             381.71
1255           Software             298.61
1835           Hardware             903.46
1227           Hardware            1019.60
1245           Software             677.46
1245           Hardware            1014.48
1829           Hardware             831.32
1547           Software            1162.34
1839           Hardware             763.69
1566           Hardware             936.06
1576           Software            1062.27
1224           Software            1087.43
1854           Software             537.65
1546           Software             884.52
1825           Software             776.61
1254           Software             313.53
1544           Hardware             567.04
1555           Software             590.65
1557           Hardware             596.11
1575           Software             364.04
1539           Hardware             761.72
1827           Hardware            1002.74
1279           Software             507.03
1828           Hardware             307.25
1869           Hardware             537.98
1558           Software            1071.95
1837           Software             281.61
1537           Hardware             805.89
1247           Software             501.22
1826           Hardware            1057.15
1558           Software             397.01
1867           Hardware             662.31
1826           Software             610.26
1849           Software             320.28
1827           Software             464.84
1838           Hardware             869.03
1258           Software             855.99
1279           Hardware             621.24
1565           Hardware            1141.13
1567           Software            1154.87
1256           Hardware             420.68
1538           Software             914.20
1526           Software             560.79
1824           Hardware            1024.59
1545           Hardware             366.66
1856           Software             648.50
1526           Hardware             250.63
1846           Hardware             317.94
1525           Hardware             795.58
1557           Hardware             561.98
1539           Software             557.82
1569           Software            1246.33
1837           Hardware             523.14
1877           Software             976.86
1268           Hardware             562.91
1244           Hardware             945.89
1546           Software             257.32
1837           Hardware             601.10
1876           Hardware             510.26
1267           Software             518.10
1875           Software             261.12
1866           Hardware             825.25
1277           Hardware             729.06
1878           Hardware             587.92
1279           Software             529.81
1858           Software             510.80
1828           Hardware            1049.82
1835           Software             333.36
1276           Hardware             458.62
1539           Hardware             296.07
1246           Software             727.31
1829           Software            1052.61
1238           Software            1022.01
1234           Hardware             393.53
1229           Hardware             869.12
1834           Hardware            1191.65
1845           Software             439.40
1864           Software             878.70
1224           Hardware             350.56
1254           Hardware             904.37
1239           Hardware             347.40
1566           Hardware             491.47
1234           Software            1240.22
1865           Software            1096.14
1864           Software             474.54
1827           Software             937.98
1225           Software             716.88
1855           Software             969.97
1536           Hardware             810.51
1868           Hardware             676.01
1264           Software             498.07
1274           Software            1066.08
1557           Hardware             278.90
1228           Hardware            1226.76
1826           Hardware             759.00
1534           Software             826.03
1579           Software             910.42
1555           Hardware             953.29
1874           Software             554.06
1525           Software             623.33
1548           Software             511.63
1229           Software             376.33
1879           Hardware             736.80
1864           Hardware             316.53
1528           Hardware             842.22
1259           Hardware             960.67
1544           Hardware             385.46
1828           Hardware             297.86
1245           Hardware             280.67
1856           Hardware             408.98
1258           Hardware             724.86
1256           Hardware            1036.29
1826           Software             999.56
1555           Hardware             468.22
1535           Hardware             542.97
1268           Software            1127.22
1528           Hardware             636.24
1839           Software            1221.47
1546           Hardware            1119.88
1568           Hardware             839.49
1868           Hardware             466.13
1864           Software             881.27
1837           Software             643.23
1229           Software            1160.07
1558           Software            1075.37
1875           Hardware            1095.54
1527           Software            1138.25
1848           Hardware             340.15
1557           Software             526.14
1255           Hardware             735.85
1854           Software             879.24
1254           Software             948.70
1876           Software            1038.35
1855           Hardware            1198.39
1857           Hardware             318.53
1866           Hardware             408.65
1574           Hardware            1155.87
1574           Software            1200.22
1529           Software             508.97
1264           Software            1055.45
1245           Hardware             413.28
1224           Hardware            1076.22
1836           Hardware            1019.93
1824           Hardware             673.22
1864           Hardware             523.11
1239           Software             576.37
1225           Software             363.77
1546           Software             549.30
1566           Hardware            1033.55
1859           Hardware            1163.69
1248           Hardware             917.82
1529           Software            1019.44
1254           Software             502.70
1876           Software             802.52
1859           Hardware             343.90
1869           Hardware             509.33
1868           Software            1175.32
1834           Hardware             269.45
1825           Software             512.25
1236           Hardware            1091.75
1266           Software            1152.03
1575           Hardware             942.61
1865           Hardware             921.06
1854           Hardware             520.19
1844           Software            1061.07
1545           Hardware            1095.61
1534           Software             621.43
1537           Software             790.93
1527           Software            1232.51
1239           Software             698.82
1256           Software             636.85
1866           Hardware            1175.67
1836           Software             361.03
1844           Software             717.27
1546           Hardware             885.21
1545           Software             777.63
1835           Hardware             694.10
1528           Hardware             904.03
1265           Software             601.28
1277           Hardware             574.14
1876           Software             688.76
1565           Hardware            1099.01
1844           Hardware             261.65
1566           Software             968.82
1246           Hardware            1189.80
1579           Software            1025.37
1524           Hardware             999.28
1578           Software             827.08
1527           Hardware            1101.57
1829           Software             585.36
1867           Hardware             530.43
1227           Software            1039.34
1267           Hardware             560.14
1559           Hardware             660.69
1834           Hardware             579.19
1226           Software             550.56
1275           Hardware             604.09
1525           Software             403.37
1234           Hardware             793.42
1835           Software             922.39
1245           Software             346.70
1826           Hardware            1042.07
1235           Software            1168.27
1559           Software             367.77
1578           Hardware             647.73
1556           Software            1166.02
1224           Hardware             969.14
1859           Software             308.02
1276           Hardware             283.60
1538           Hardware             534.31
1279           Hardware            1155.19
1826           Software             412.48
1846           Software             625.17
1239           Hardware             365.79
1534           Software             298.29
1569           Software            1147.61
1536           Software             802.98
1568           Hardware            1136.43
1829           Hardware            1006.53
1546           Software             823.58
1846           Hardware             377.92
1247           Software             877.15
1267           Hardware             842.21
1559           Hardware            1144.40
1867           Software             525.53
1878           Software             975.20
1279           Hardware             753.30
1567           Hardware            1249.55
1526           Software             691.73
1528           Software             461.02
1836           Hardware             983.43
1827           Hardware             263.01
1259           Software             775.00
1244           Software             816.60
1237           Hardware             500.40
1535           Software             344.98
1546           Software             795.17
1248           Software             260.31
1535           Software             920.14
1525           Hardware            1228.88
1827           Hardware            1067.65
1875           Software             555.33
1536           Software             923.17
1257           Software             274.05
1845           Hardware             867.11
1557           Software             297.41
1225           Hardware            1178.66
1237           Software            1017.80
1249           Hardware             613.78
1525           Software             720.33
1527           Hardware             764.85
1236           Software            1209.06
1266           Hardware             528.16
1235           Hardware             982.68
1559           Software            1096.03
1557           Hardware             368.44
1578           Hardware             819.25
1839           Hardware             973.26
1555           Software             339.08
1257           Software             827.89
1535           Hardware             344.28
1575           Software             603.95
1257           Hardware             338.41
1556           Hardware             277.79
1845           Software             788.95
1857           Hardware             607.01
1526           Hardware            1034.44
1845           Software             817.54
1256           Hardware             328.18
1275           Hardware             835.03
1277           Software             387.63
1244           Software             497.70
1856           Hardware             816.30
1245           Hardware            1052.20
1867           Hardware             803.92
1549           Software             371.60
1544           Hardware             438.86
1838           Software            1234.23
1877           Hardware            1047.71
1245           Hardware            1040.40
1854           Hardware             896.77
1544           Software             364.67
1229           Hardware             672.40
1827           Hardware             694.76
1276           Hardware            1076.12
1857           Software             736.81
1866           Software             939.31
1847           Hardware             672.93
1845           Software            1217.36
1866           Software             739.99
1276           Software            1238.21
1539           Software             496.33
1876           Software             588.06
1579           Software            1166.50
1837           Software            1008.26
1234           Hardware             423.70
1844           Hardware             660.12
1857           Hardware            1002.94
1577           Hardware            1166.56
1246           Hardware             494.70
1849           Hardware             771.54
1238           Software             727.04
1259           Hardware            1019.06
1237           Software            1077.99
1874           Hardware             304.63
1279           Software            1110.06
1538           Hardware             693.10
1249           Hardware             915.87
1569           Hardware             361.73
1556           Software             506.62
1278           Software            1055.36
1236           Hardware             675.39
1265           Software             925.50
1564           Software             655.08
1848           Software            1128.37
1829           Hardware             992.94
1229           Hardware             543.59
1247           Software             975.41
1567           Software            1020.49
1574           Software            1018.37
1847           Hardware             490.91
1855           Hardware             361.50
1875           Software             345.36
1827           Hardware             466.61
1246           Software             446.36
1566           Hardware             484.06
1839           Software            1141.93
1865           Software            1164.76
1236           Hardware             664.05
1538           Software             585.99
1525           Software             294.93
1849           Hardware            1089.70
1264           Software             645.07
1239           Software             771.20
1248           Software             462.85
1237           Hardware             928.22
1829           Hardware             307.67
1866           Hardware             816.00
1244           Hardware             493.39
1548           Software            1116.60
1579           Hardware             659.04
1245           Software             453.94
1576           Software             349.54
